subject_id,epoch,label,mean_2,std_2,variance_2,skew_2,kurtosis_2,rms_2,zcr_2,delta_power_2,delta_relative_power_2,theta_power_2,theta_relative_power_2,alpha_power_2,alpha_relative_power_2,beta_power_2,beta_relative_power_2,gamma_power_2,gamma_relative_power_2,hjorth_activity_2,hjorth_mobility_2,hjorth_complexity_2,perm_entropy_2,approx_entropy_2,sample_entropy_2,shannon_entropy_2,stft_mean_power_2,wavelet_mean_power_2,higuchi_fd_2,hurst_exponent_2,lyapunov_exponent_2
healthy2,684,0,1.69540819e-08,1.27864403e-05,1.63493056e-10,0.43965591,4.06079562,1.27864516e-05,0.02363281,3.88764969e-11,0.57497381,2.90396205e-11,0.42948883,1.13271684e-11,0.16752603,6.00125156e-12,0.08875703,4.18493812e-14,0.00061894,1.63493056e-10,0.07746173,1.55570521,0.52765202,0.31550758,0.26061643,2.80034506,2.1834646355388443e-07,1.5711720480661533e-05,0.9532021993197296,0.2557576413131296,0.0608842161895277
healthy2,685,0,-7.88367199e-08,1.37095742e-05,1.87952425e-10,-0.10170124,1.47305488,1.37098009e-05,0.02597656,4.62176177e-11,0.56324181,3.5370245e-11,0.43104776,1.3992948e-11,0.17052833,7.04944028e-12,0.08590965,4.22489056e-14,0.00051488,1.87952425e-10,0.07781742,1.54585977,0.52440217,0.32566312,0.25672824,2.80266054,2.358442122529481e-07,1.71279239976372e-05,0.954707712362964,0.237061400745503,0.0623220729942368
healthy2,686,0,6.11878987e-08,1.36435428e-05,1.8614626e-10,-0.00046929,3.83596227,1.364368e-05,0.02252604,4.53818739e-11,0.56582346,3.53996117e-11,0.44136412,1.10450246e-11,0.13770992,8.03176037e-12,0.10014039,5.43281066e-14,0.00067737,1.8614626e-10,0.07799279,1.6114086,0.53047892,0.29512754,0.22194047,2.81224027,2.2825422879802625e-07,1.6449815203730208e-05,0.9504762925530555,0.4373597001225632,0.0607998341243235
healthy2,687,0,2.4161202e-08,1.46940814e-05,2.15916029e-10,0.29457228,2.34653679,1.46941013e-05,0.0218099,4.70568633e-11,0.59999709,3.3736446e-11,0.43015552,1.16817286e-11,0.14894752,4.97171243e-12,0.06339167,4.66155882e-14,0.00059437,2.15916029e-10,0.06563279,1.81440766,0.52926979,0.26209043,0.20846465,2.68897517,2.3988898327627417e-07,1.5898940831501816e-05,0.9510837029354694,0.492654986430804,0.06174202189726
healthy2,688,0,3.19473929e-07,1.7576608e-05,3.0893715e-10,0.07283342,0.3137169,1.75795112e-05,0.02701823,2.6331482e-11,0.41675591,1.72501047e-11,0.27302235,1.56137795e-11,0.24712376,1.30343643e-11,0.20629862,1.22924623e-12,0.01945563,3.0893715e-10,0.08732015,2.46815778,0.55418166,0.34542156,0.25136916,3.44731615,2.981351158097119e-07,1.3532643070798416e-05,0.9081798541230408,0.7902628311330687,0.0519731161660222
healthy2,689,0,-3.97746775e-07,1.02880293e-05,1.05843547e-10,-0.20484166,0.90271691,1.02957151e-05,0.02845052,1.35721827e-11,0.40876613,1.13667616e-11,0.3423434,1.08929594e-11,0.32807345,4.04273911e-12,0.12175896,1.36540377e-13,0.00411231,1.05843547e-10,0.08992635,1.60801998,0.55163788,0.38225423,0.30457721,3.21319071,1.8900622954109442e-07,1.1122900330340356e-05,0.9272710947073832,0.1573222258418817,0.0541882725380191
healthy2,690,0,-2.76658672e-08,9.90467885e-06,9.81026631e-11,0.01586992,0.0546245,9.90471749e-06,0.02239583,2.18295497e-11,0.58556771,1.67223391e-11,0.44856912,5.1563207e-12,0.13831595,3.09821114e-12,0.0831081,4.19898153e-14,0.00112636,9.81026631e-11,0.07447422,1.50527919,0.53838901,0.30900249,0.26088525,2.7798973,1.7776370904148286e-07,1.23742089039293e-05,0.942372306470365,0.3843286894051597,0.0605885537045629
healthy2,691,0,1.5985013e-07,1.41058263e-05,1.98974336e-10,-0.1930631,1.40608518,1.4106732e-05,0.02252604,3.16889712e-11,0.58271085,2.24969872e-11,0.41368457,8.0381914e-12,0.14780983,5.33507338e-12,0.09810369,1.96863606e-13,0.00362002,1.98974336e-10,0.06724235,2.14030213,0.53890717,0.2673304,0.21921736,2.85550189,2.336892181611451e-07,1.3778892689605902e-05,0.937092063301262,0.508274001183982,0.0586617163192181
healthy2,692,0,-1.02310837e-07,1.30580976e-05,1.70513913e-10,0.16216558,3.69138054,1.30584984e-05,0.02858073,1.64843404e-11,0.44871709,1.12803114e-11,0.30705921,9.14313367e-12,0.2488835,6.02094971e-12,0.16389512,2.69177622e-13,0.00732723,1.70513913e-10,0.07742444,2.09668065,0.55602345,0.30810015,0.24494777,3.2704911,2.081366301214481e-07,1.0664669685848447e-05,0.9215363551664196,0.3426265442695096,0.0529614056773832
healthy2,693,0,4.99947277e-09,9.66861193e-06,9.34820567e-11,0.04910118,0.63395213,9.66861323e-06,0.02460937,2.08474185e-11,0.58454216,1.57724129e-11,0.44224374,5.16841964e-12,0.14491766,2.71707349e-12,0.07618421,5.24827376e-14,0.00147157,9.34820567e-11,0.0744413,1.59020339,0.54581726,0.31411605,0.27230682,2.78414564,1.732697501320355e-07,1.1422555071383368e-05,0.9352273576018058,0.574256492907913,0.0597570864893809
healthy2,694,0,-5.27873668e-08,1.19452813e-05,1.42689745e-10,0.26419668,1.81709786,1.19453979e-05,0.02447917,3.16653248e-11,0.5859925,2.62270813e-11,0.4853534,7.50181928e-12,0.13882725,4.25610492e-12,0.07876267,4.04728018e-14,0.00074898,1.42689745e-10,0.07024199,1.5828837,0.53234403,0.28530403,0.23326382,2.72750816,2.030132369057813e-07,1.4636181030717596e-05,0.9499138960508628,0.590638314213178,0.0609868564124869
healthy2,695,0,6.20717748e-09,1.05687451e-05,1.11698374e-10,0.04456577,0.32576004,1.0568747e-05,0.02226563,2.75570072e-11,0.61039125,2.04370391e-11,0.45268304,5.60010027e-12,0.12404294,3.58172375e-12,0.07933564,4.05774501e-14,0.0008988,1.11698374e-10,0.07209257,1.49200022,0.53322228,0.30149071,0.25457126,2.70281947,1.8695713174463402e-07,1.3123660430890288e-05,0.9492716145756612,0.182279275007979,0.0617895451027091
healthy2,696,0,6.4521061e-08,1.07543663e-05,1.15656395e-10,0.07606206,0.40438937,1.07545599e-05,0.01907552,2.90407193e-11,0.64086482,1.99602327e-11,0.44047845,5.47611849e-12,0.12084589,1.9050221e-12,0.04203965,3.50351255e-14,0.00077315,1.15656395e-10,0.06170548,1.54725474,0.52608736,0.2471223,0.21548036,2.54011585,1.8313045715920965e-07,1.2195816311246497e-05,0.9532156213539502,0.4104267781537676,0.0643041224210631
healthy2,697,0,-5.06302023e-08,1.19486767e-05,1.42770876e-10,0.18215752,0.72295873,1.1948784e-05,0.01731771,2.95697228e-11,0.60703452,2.10938668e-11,0.43303433,7.0578848e-12,0.14489076,3.27781056e-12,0.06728992,3.85026846e-14,0.00079042,1.42770876e-10,0.06640447,1.63003492,0.52699282,0.26962673,0.2288601,2.70426783,2.071641628156736e-07,1.3979231226250252e-05,0.9514655810312144,0.3508650663743059,0.0625493755088706
healthy2,698,0,3.4185429e-08,1.05134626e-05,1.10532896e-10,0.07606841,-0.01943732,1.05135182e-05,0.01946615,2.84868559e-11,0.65400929,1.84925765e-11,0.4245578,5.73377151e-12,0.13163755,2.22396908e-12,0.05105851,3.92076154e-14,0.00090014,1.10532896e-10,0.06567861,1.55059839,0.53370887,0.27032264,0.24273242,2.55420866,1.8478511520862317e-07,1.2250551272871247e-05,0.948967542653953,0.3074301249653903,0.0632518247624978
healthy2,699,0,-9.34963493e-08,1.17606521e-05,1.38312937e-10,-0.11487038,1.04543804,1.17610237e-05,0.01940104,3.2783634e-11,0.60232728,2.310857e-11,0.42456922,7.79860552e-12,0.14328225,3.99471211e-12,0.07339406,3.90984827e-14,0.00071835,1.38312937e-10,0.07156854,1.61579884,0.52942351,0.28269192,0.23012203,2.72387759,2.020857445056549e-07,1.3468014717215325e-05,0.9486379777656568,0.3466374976547668,0.0622474533026102
healthy2,700,0,9.7263769e-08,1.02334093e-05,1.04722666e-10,0.02096725,0.51215735,1.02338715e-05,0.021875,2.60863244e-11,0.62987957,1.7746687e-11,0.42851095,5.32988795e-12,0.12869531,2.80186124e-12,0.06765365,3.89624494e-14,0.00094079,1.04722666e-10,0.07017726,1.53351606,0.53709068,0.29212131,0.25266014,2.64698993,1.827733989404836e-07,1.224609777654176e-05,0.944743240904662,0.2812871690285326,0.0615167457516454
healthy2,701,0,4.37610614e-08,1.15052112e-05,1.32369886e-10,-0.29720794,0.63390015,1.15052945e-05,0.02057292,3.02989741e-11,0.67464207,1.81736326e-11,0.40465717,4.93014523e-12,0.10977544,2.64272616e-12,0.05884339,3.77962966e-14,0.00084158,1.32369886e-10,0.06092406,1.7004049,0.53318546,0.24366124,0.21235002,2.49078015,1.9484667047679698e-07,1.21456304069049e-05,0.9481310421776908,0.2976400765840994,0.0619070250017733
healthy2,702,0,-9.66915433e-08,1.33628375e-05,1.78565426e-10,0.25552023,2.40718884,1.33631873e-05,0.02128906,4.25351746e-11,0.63819376,2.34936999e-11,0.35249727,7.26726718e-12,0.10903739,4.46338767e-12,0.06696825,4.61386322e-14,0.00069226,1.78565426e-10,0.06340888,1.75272801,0.5255556,0.25094509,0.2031575,2.56232078,2.113404427792477e-07,1.3392964835831757e-05,0.9533456655581274,0.7005542776774397,0.0620848585863789
healthy2,703,0,5.51437913e-08,1.00005445e-05,1.0001089e-10,0.08826938,0.10046429,1.00006965e-05,0.0233724,2.66012915e-11,0.63684642,1.74316476e-11,0.41732118,5.52418104e-12,0.13225128,2.52464014e-12,0.06044098,3.82958788e-14,0.00091682,1.0001089e-10,0.06967513,1.49052236,0.5340211,0.2912152,0.2621671,2.6190073,1.7541466106223728e-07,1.1925483546002875e-05,0.9478078789590528,0.3849443064015058,0.0619132048113436
healthy2,704,0,1.83972093e-08,1.09305137e-05,1.19476129e-10,0.19704365,0.68561404,1.09305292e-05,0.02285156,2.90660318e-11,0.61720199,2.08176058e-11,0.44205098,5.73297579e-12,0.12173674,4.21430927e-12,0.08948865,4.21714019e-14,0.00089549,1.19476129e-10,0.07245359,1.50521812,0.52796943,0.30388938,0.25958994,2.67886451,1.903071690659359e-07,1.2872804800263114e-05,0.9513504405324767,0.4086939673244273,0.0609124066191418
healthy2,705,0,4.89218724e-09,1.20498864e-05,1.45199762e-10,0.08120009,0.46792073,1.20498874e-05,0.0203776,3.69248194e-11,0.66690216,2.28096493e-11,0.41196693,5.20844558e-12,0.09407016,3.1976067e-12,0.05775223,3.68984977e-14,0.00066643,1.45199762e-10,0.06137734,1.68027492,0.52495456,0.24671292,0.22135439,2.49411949,2.0558229454061177e-07,1.3098728919677095e-05,0.9529566605518393,0.3109417131791749,0.0636556103306801
healthy2,706,0,-8.66208876e-08,1.22200348e-05,1.49329251e-10,-0.01906943,2.30857877,1.22203418e-05,0.02011719,2.73581845e-11,0.59135545,2.00645423e-11,0.43370117,6.75762772e-12,0.14606817,3.09235914e-12,0.06684228,4.20659953e-14,0.00090927,1.49329251e-10,0.06191014,1.70411902,0.53406366,0.24270178,0.20782232,2.70307969,1.9906645970157845e-07,1.3108213857126104e-05,0.9500652543710624,0.4182202740941824,0.0624209792559603
healthy2,707,0,8.15637574e-08,1.0740831e-05,1.1536545e-10,0.03839586,0.28581652,1.07411406e-05,0.02252604,2.61195541e-11,0.61636972,1.91705532e-11,0.45238707,5.72961646e-12,0.13520759,2.45237172e-12,0.05787111,3.4465187e-14,0.00081331,1.1536545e-10,0.06484788,1.53793225,0.52738251,0.26497168,0.23193811,2.63159749,1.8813525837243935e-07,1.2905964940412998e-05,0.9512864164993008,0.4169311457924382,0.0633314522861148
healthy2,708,0,6.38403413e-08,1.31732035e-05,1.7353329e-10,0.34537319,2.28436232,1.31733582e-05,0.02076823,4.18129116e-11,0.6359715,3.13264033e-11,0.47647243,7.79520832e-12,0.11856458,3.77897822e-12,0.057478,3.77422024e-14,0.00057406,1.7353329e-10,0.06407842,1.74264307,0.52982686,0.25281789,0.20412566,2.58396431,2.1843357315460426e-07,1.4665500158756069e-05,0.9511891851065258,0.4013238296775895,0.0614674846836928
healthy2,709,0,-1.12663406e-07,1.38320838e-05,1.91326541e-10,0.30127638,3.17421902,1.38325426e-05,0.01855469,5.12432851e-11,0.69191957,2.84408233e-11,0.38402617,7.48320179e-12,0.10104297,3.47370161e-12,0.04690414,3.86511896e-14,0.00052189,1.91326541e-10,0.05950345,1.79629363,0.52764348,0.23050829,0.19271752,2.39382472,2.205044573270877e-07,1.4053139843412425e-05,0.9536067248339488,0.3686774999924424,0.0635795289642958
healthy2,710,0,2.00404283e-07,1.19440003e-05,1.42659143e-10,0.08844143,0.50841977,1.19456814e-05,0.02135417,3.36597495e-11,0.64523218,2.05091659e-11,0.39314535,7.14795303e-12,0.13702091,3.05212884e-12,0.05850702,3.63742836e-14,0.00069727,1.42659143e-10,0.0634281,1.61510229,0.52514426,0.2566003,0.22806317,2.57648797,2.0646580090419698e-07,1.2744500918838285e-05,0.95380756616534,0.3191028234509078,0.0621733746751876
healthy2,711,0,-5.09098007e-08,1.23888013e-05,1.53482397e-10,-0.126717,0.2783191,1.23889059e-05,0.0188151,3.74448883e-11,0.67780359,2.04120995e-11,0.36948687,5.70717965e-12,0.10330774,2.76802576e-12,0.05010504,3.52386995e-14,0.00063787,1.53482397e-10,0.05853486,1.73413418,0.53260376,0.23146045,0.21180075,2.44698671,2.100678894337849e-07,1.2411541817252524e-05,0.9517456668101308,0.1501272335748584,0.063669045941741
healthy2,712,0,-1.27621893e-07,1.37214964e-05,1.88279464e-10,-0.1193798,0.86099788,1.37220899e-05,0.01835938,3.24457288e-11,0.6061988,1.99026352e-11,0.37185029,7.17705769e-12,0.13409234,4.46493628e-12,0.0834205,3.92302306e-14,0.00073296,1.88279464e-10,0.05983691,1.82275929,0.52482892,0.23378499,0.19933887,2.67924002,2.2379535532814286e-07,1.2931747712372356e-05,0.952590330724492,0.3298606788060322,0.0639684088662321
healthy2,713,0,-1.66614229e-09,1.27696471e-05,1.63063886e-10,0.3047346,0.89331686,1.27696472e-05,0.02005208,4.10146918e-11,0.65300027,2.73110695e-11,0.43482311,8.10429301e-12,0.12902951,2.78910979e-12,0.04440578,3.58307382e-14,0.00057047,1.63063886e-10,0.06239182,1.64263547,0.5211979,0.24839275,0.2119304,2.51869717,2.1460020035771637e-07,1.5090788611130545e-05,0.959019644408156,0.3534882238396715,0.0636177220979946
healthy2,714,0,-1.04295351e-07,1.2935982e-05,1.67339631e-10,0.19519024,0.90961974,1.29364025e-05,0.021875,3.43874804e-11,0.57772833,2.58261184e-11,0.43389281,8.77937786e-12,0.14749831,4.79838114e-12,0.08061541,3.60848243e-14,0.00060624,1.67339631e-10,0.06761463,1.62395511,0.52288733,0.27716664,0.23312856,2.74720673,2.2292788754673897e-07,1.5160791692762992e-05,0.9541246267665552,0.3488333420283334,0.0622679411119918
healthy2,715,0,6.19432279e-08,1.12729659e-05,1.2707976e-10,0.16235016,-0.01193196,1.12731361e-05,0.0203776,2.7640067e-11,0.60977249,1.77700745e-11,0.39202881,6.52995435e-12,0.1440585,3.13933762e-12,0.06925749,3.5496353e-14,0.00078309,1.2707976e-10,0.06550025,1.56606153,0.52422066,0.26846857,0.24047522,2.67079344,1.959510244733529e-07,1.2292691381130988e-05,0.953415525580565,0.2794244247471914,0.0629766566813493
healthy2,716,0,1.077096e-07,1.24150919e-05,1.54134508e-10,0.01858386,0.80842354,1.24155592e-05,0.02252604,3.52823145e-11,0.57554254,2.82882935e-11,0.46145261,9.28873682e-12,0.15152246,3.44418471e-12,0.05618324,3.72348551e-14,0.00060739,1.54134508e-10,0.06758809,1.5595548,0.52141951,0.27202628,0.22087229,2.67854275,2.140423600774399e-07,1.4586369199759078e-05,0.9574369717969048,0.5011644459623773,0.0643971731453813
healthy2,717,0,9.91779869e-09,1.32928737e-05,1.76700492e-10,0.18575463,1.72776812,1.32928774e-05,0.02057292,4.09330283e-11,0.62755058,2.72951814e-11,0.41846664,8.87080158e-12,0.13599963,4.66409917e-12,0.07150603,3.88672928e-14,0.00059588,1.76700492e-10,0.06598891,1.66880963,0.52271119,0.26504707,0.21759355,2.63139073,2.200488339291207e-07,1.491121619542759e-05,0.955286683275888,0.477017874672389,0.0629554668852404
healthy2,718,0,2.38732847e-08,1.2894378e-05,1.66264983e-10,0.04235189,0.12906751,1.28944001e-05,0.02089844,3.30235585e-11,0.56608135,2.46647123e-11,0.42279616,1.1776027e-11,0.20186163,3.95949122e-12,0.06787258,3.35181268e-14,0.00057456,1.66264983e-10,0.06946901,1.58088767,0.52254004,0.28863248,0.24887925,2.79345869,2.2782122925285699e-07,1.477453429274957e-05,0.955734252960024,0.3943191187467237,0.0633960075424213
healthy2,719,0,-1.00823079e-07,1.44429999e-05,2.08600246e-10,0.05171717,1.23729037,1.44433518e-05,0.01764323,4.58318063e-11,0.66849049,2.58867612e-11,0.37757739,8.17895026e-12,0.11929598,2.33620395e-12,0.03407525,3.75932882e-14,0.00054833,2.08600246e-10,0.05364522,1.869615,0.52228029,0.20508467,0.18500689,2.43085612,2.315931520833379e-07,1.4084804411424908e-05,0.9577921060010648,0.3339190458036882,0.0646269690432327
healthy2,720,0,-5.45549591e-08,1.26275801e-05,1.59455779e-10,-0.07390257,0.91317803,1.26276979e-05,0.0234375,3.76519328e-11,0.58512424,2.62503103e-11,0.40793903,9.87756926e-12,0.15350089,4.75299686e-12,0.07386324,4.35901791e-14,0.00067741,1.59455779e-10,0.07041108,1.55981309,0.51986241,0.29030475,0.24251858,2.73553563,2.1926268567916414e-07,1.5088140280169942e-05,0.9577566016579974,0.2794068631598288,0.0631665687515242
healthy2,721,0,-6.03123879e-08,1.45808705e-05,2.12601784e-10,0.31992017,2.28521175,1.45809952e-05,0.02154948,4.42809837e-11,0.5983291,2.89686105e-11,0.39142678,1.12922422e-11,0.15258191,4.07380425e-12,0.05504565,3.08117018e-14,0.00041633,2.12601784e-10,0.06107713,1.7196084,0.51696912,0.24112758,0.20317246,2.63550121,2.34510695817138e-07,1.5252128417006262e-05,0.9596320250617256,0.3640045942794237,0.0643571267465727
healthy2,722,0,1.43135144e-07,1.28023964e-05,1.63901355e-10,0.14323053,0.80067674,1.28031966e-05,0.01933594,3.54184536e-11,0.61751668,2.53030121e-11,0.44115512,9.0255407e-12,0.15735927,2.05688529e-12,0.03586156,3.3220367e-14,0.00057919,1.63901355e-10,0.05924575,1.58836795,0.51618538,0.23491368,0.21337336,2.56615339,2.134269692003249e-07,1.4790189376955157e-05,0.9617325103500494,0.414938433215797,0.0666260783182903
healthy2,723,0,-3.74192347e-08,1.34460903e-05,1.80797344e-10,-0.20161089,0.14542141,1.34461423e-05,0.01959635,3.54027462e-11,0.57062869,2.45607044e-11,0.39587444,1.15907479e-11,0.18682204,4.17716191e-12,0.06732835,3.64382775e-14,0.00058732,1.80797344e-10,0.0661469,1.64213939,0.51612737,0.27087062,0.23933116,2.74701517,2.39295816787396e-07,1.485120877807113e-05,0.9586582712076293,0.428469628330956,0.0632213060853004
healthy2,724,0,-2.38605391e-08,1.52468307e-05,2.32465847e-10,0.3238177,1.79436583,1.52468494e-05,0.01992187,5.65296231e-11,0.65306563,3.53672957e-11,0.40858517,9.92969908e-12,0.11471411,5.33640012e-12,0.06164944,3.37820958e-14,0.00039027,2.32465847e-10,0.06251966,1.74729666,0.51634387,0.24777509,0.21026062,2.52451905,2.479151541881476e-07,1.667315150269484e-05,0.961125754532767,0.2109834509260342,0.0640624860784158
healthy2,725,0,6.00335582e-08,1.45912382e-05,2.12904231e-10,0.06436766,0.25764507,1.45913617e-05,0.0203776,4.26596524e-11,0.57733319,3.15024603e-11,0.42633765,1.30596915e-11,0.17674296,4.47994458e-12,0.0606292,3.14859239e-14,0.00042611,2.12904231e-10,0.06397599,1.65527633,0.51281915,0.25913168,0.22852258,2.71267216,2.510732296882179e-07,1.6266545973044464e-05,0.9622322023571656,0.4504309336696934,0.0668074329646409
healthy2,726,0,-1.10507109e-07,1.41803616e-05,2.01082654e-10,-0.01252136,0.8512834,1.41807922e-05,0.0203125,3.55882822e-11,0.55687351,2.67515299e-11,0.41859897,1.29251204e-11,0.20224795,3.20190886e-12,0.0501024,3.87828037e-14,0.00060686,2.01082654e-10,0.06239875,1.67923556,0.51751116,0.2515568,0.22415269,2.7542583,2.434345444105324e-07,1.5599707338090763e-05,0.9600482477831166,0.4112725862574309,0.0638980038426503
healthy2,727,0,1.09764102e-07,1.46386501e-05,2.14290076e-10,0.12120956,0.51482701,1.46390616e-05,0.01901042,5.31094866e-11,0.63926496,3.43563569e-11,0.41353846,1.22824672e-11,0.14784084,3.77853901e-12,0.04548128,3.44937817e-14,0.00041519,2.14290076e-10,0.06244046,1.68411817,0.51375234,0.25027225,0.21703584,2.54119413,2.463521509118296e-07,1.647348360385806e-05,0.9619785103684364,0.3203326722537079,0.0665041403524301
healthy2,728,0,-4.28803093e-08,1.69373491e-05,2.86873796e-10,-0.09255751,2.52071964,1.69374034e-05,0.02135417,5.36279477e-11,0.53589161,4.14065262e-11,0.41376579,2.1520968e-11,0.21505403,6.30650086e-12,0.0630194,5.5408881e-14,0.00055369,2.86873796e-10,0.06903618,1.86315058,0.5245411,0.27300363,0.21351811,2.82615483,2.781972862888945e-07,1.7397392084705936e-05,0.9552495931502896,0.3928289241007777,0.0623829710411997
healthy2,729,0,7.25693878e-08,1.24481194e-05,1.54955676e-10,-0.25660292,0.87429984,1.24483309e-05,0.02115885,3.24645683e-11,0.60769869,2.32090111e-11,0.4344455,8.37776995e-12,0.15682204,4.22855745e-12,0.07915364,4.19666755e-14,0.00078557,1.54955676e-10,0.06901863,1.68346464,0.52724081,0.28473695,0.24150051,2.72535713,2.1625542078583721e-07,1.4050459894592902e-05,0.9515232009025116,0.4888376427189346,0.0626105478202023
healthy2,730,0,-4.84216554e-08,1.10274573e-05,1.21604815e-10,-0.06431851,1.4542457,1.10275636e-05,0.01920573,2.99001759e-11,0.62822613,2.20668152e-11,0.46364108,5.6484493e-12,0.11867835,2.78099834e-12,0.05843095,3.43105781e-14,0.00072089,1.21604815e-10,0.06776049,1.56169469,0.52608308,0.26521226,0.23053132,2.61437508,1.91927417542506e-07,1.3273016716789282e-05,0.9510537777652488,0.3253713484289833,0.0634715625446957
healthy2,731,0,-2.98452853e-08,1.10669537e-05,1.22477465e-10,0.12684847,1.27888846,1.1066994e-05,0.02291667,2.90510834e-11,0.6200795,2.12133963e-11,0.45278835,5.49278165e-12,0.11724042,3.43776132e-12,0.07337714,3.68002875e-14,0.00078548,1.22477465e-10,0.06833797,1.52389918,0.52596019,0.28045228,0.23840863,2.65440506,1.9160749275095814e-07,1.3399829620167952e-05,0.9529942145475024,0.5088798042923544,0.0616448626569769
healthy2,732,0,3.72303409e-08,1.29320532e-05,1.67238e-10,0.36394239,0.86955266,1.29321068e-05,0.02246094,3.40599511e-11,0.5680054,2.29456325e-11,0.38265595,1.05193104e-11,0.17542671,5.81717923e-12,0.09701098,3.88959088e-14,0.00064865,1.67238e-10,0.07264725,1.5827558,0.52066971,0.29995179,0.2458911,2.79904032,2.2345890195285733e-07,1.4487673116084266e-05,0.9565826675060592,0.2840229859191833,0.0631620785368591
healthy2,733,0,2.40437339e-08,1.36810244e-05,1.87170428e-10,-0.04224406,0.63291147,1.36810455e-05,0.0202474,4.58951359e-11,0.63306738,3.03173761e-11,0.4181912,1.09630302e-11,0.15122162,4.22400394e-12,0.05826498,3.47148507e-14,0.00047885,1.87170428e-10,0.06597539,1.63937083,0.52427382,0.26879739,0.22839965,2.60080669,2.328276712831041e-07,1.5441657172488174e-05,0.9574662000177844,0.4379260321042872,0.0638213636437241
healthy2,734,0,-6.97350784e-08,1.23374847e-05,1.52213529e-10,0.03634741,0.16968832,1.23376818e-05,0.01979167,3.60749548e-11,0.61949455,2.36198671e-11,0.40561045,8.26894155e-12,0.1419978,3.91534827e-12,0.06723603,3.90667777e-14,0.00067087,1.52213529e-10,0.06779063,1.56647503,0.51958273,0.27663018,0.23449781,2.65307904,2.134210148238792e-07,1.441216021418315e-05,0.9573219966816036,0.2808887716294374,0.0643752971159167
healthy2,735,0,1.912979e-08,1.41444848e-05,2.00066452e-10,-0.00518181,0.98442445,1.41444978e-05,0.02434896,4.10058296e-11,0.54898448,3.26442373e-11,0.4370398,1.65386781e-11,0.22141919,4.56177601e-12,0.06107288,3.58544965e-14,0.00048002,2.00066452e-10,0.06925828,1.58298986,0.51672527,0.28593497,0.24350134,2.77850746,2.488262720392885e-07,1.6726467714297124e-05,0.960700104027476,0.5663207558743809,0.0648158348422377
healthy2,736,0,4.76045742e-08,1.36392396e-05,1.86028856e-10,-0.1033025,0.83956636,1.36393227e-05,0.01875,4.12774828e-11,0.6072594,2.63973677e-11,0.38834853,1.15662053e-11,0.17015783,3.16061737e-12,0.04649786,2.99693338e-14,0.0004409,1.86028856e-10,0.06289077,1.62404263,0.51874407,0.25223193,0.21500044,2.62196354,2.3355677481153923e-07,1.5045611642644872e-05,0.96087874276021,0.293499197945321,0.0647226535572726
healthy2,737,0,-1.23738248e-07,1.68326421e-05,2.8333784e-10,0.00108446,1.32955138,1.68330969e-05,0.01894531,5.66108457e-11,0.63198287,3.57906632e-11,0.39955393,1.2601687e-11,0.14068065,4.23338434e-12,0.04725996,3.60084879e-14,0.00040199,2.8333784e-10,0.05748565,1.91093405,0.51789576,0.22362663,0.18970186,2.56466067,2.680743333862556e-07,1.7107501182773363e-05,0.9597848779769984,0.6109876437798596,0.0638544642252655
healthy2,738,0,4.8222878e-09,1.36515242e-05,1.86364113e-10,0.16647664,0.71944292,1.36515251e-05,0.02011719,4.39746605e-11,0.62450377,3.04109922e-11,0.43188007,1.21934933e-11,0.17316524,2.71328093e-12,0.03853251,3.12810433e-14,0.00044424,1.86364113e-10,0.0636549,1.60910197,0.51406149,0.25699452,0.22510651,2.58148698,2.3265179675307977e-07,1.58530109125141e-05,0.9612227502569112,0.2181242801895369,0.0657112799343371
healthy2,739,0,-2.15917675e-08,1.58259123e-05,2.504595e-10,-0.19196432,0.55664732,1.5825927e-05,0.021875,5.48401798e-11,0.59406731,3.94693328e-11,0.42755951,1.43156492e-11,0.15507716,4.85860511e-12,0.05263182,3.91697388e-14,0.00042431,2.504595e-10,0.06387926,1.73958055,0.51353919,0.25807479,0.220676,2.66201079,2.6823308064947306e-07,1.7963909665438425e-05,0.9619996152302652,0.3766182498143939,0.0656128465485316
healthy2,740,0,1.25865837e-07,1.3525385e-05,1.82936039e-10,-0.17188202,0.02810385,1.35259706e-05,0.02018229,3.66658528e-11,0.57676528,2.70568142e-11,0.42561211,1.25716331e-11,0.1977557,3.17640151e-12,0.04996579,3.38605828e-14,0.00053264,1.82936039e-10,0.06445252,1.56350602,0.51430287,0.26341268,0.23809282,2.7092633,2.341090111189432e-07,1.5793128358772795e-05,0.9622492971688518,0.2252150643028465,0.0654196978474006
healthy2,741,0,1.51670277e-07,1.38100824e-05,1.90718376e-10,-0.00428006,0.77325064,1.38109152e-05,0.02122396,4.07398137e-11,0.57086366,3.19310371e-11,0.44743132,1.37055167e-11,0.19204755,3.56756905e-12,0.0499903,3.32292822e-14,0.00046562,1.90718376e-10,0.06694004,1.54848805,0.51751379,0.27236205,0.23019548,2.71232763,2.360905751296463e-07,1.6826922011089382e-05,0.9615788428488484,0.4632426962119982,0.0654206346234783
